GROUP_AC7	GROUP_AC8	GROUP_AC9	GROUP-BN1	GROUP-BN2	GROUP-BN3
ENSG00000229591.1	25	16	3	37	22	39
ENSG00000213188.3	0	1	0	1	3	6
ENSG00000055609.21	7558	10836	7971	9829	10527	12332
ENSG00000270405.1	0	0	1	0	0	0
ENSG00000204894.4	1	5	7	0	0	0
ENSG00000241007.1	1	0	5	0	5	4
ENSG00000253088.1	0	0	0	0	0	0
ENSG00000241735.2	3	9	3	5	7	5
ENSG00000020219.9	0	1	0	0	0	0
ENSG00000261455.1	77	60	119	59	166	60
ENSG00000231139.1	0	0	0	0	0	0
ENSG00000285912.1	0	0	0	0	0	0
ENSG00000225416.1	6	3	9	6	5	0
ENSG00000212590.1	0	0	0	0	0	0
ENSG00000196584.3	79	50	35	703	180	791
ENSG00000214003.2	0	1	0	0	0	0
ENSG00000244328.3	1	0	0	1	0	1
ENSG00000133627.18	302	430	472	376	380	631
ENSG00000286565.1	0	0	5	1	0	0
ENSG00000224104.1	0	0	0	0	0	0
ENSG00000234722.5	0	0	0	0	0	0
ENSG00000285524.1	0	0	0	0	0	0
ENSG00000233489.1	0	0	0	0	0	0
ENSG00000287744.1	0	0	0	0	0	0
ENSG00000130226.17	0	0	0	0	0	0
ENSG00000226509.1	0	0	0	0	0	0
ENSG00000270114.1	0	0	0	0	0	0
ENSG00000203335.5	0	0	0	0	0	0
ENSG00000233363.1	0	0	0	0	0	0
ENSG00000286461.1	0	0	0	0	0	0
ENSG00000236408.1	0	0	0	0	0	0
ENSG00000214106.9	501	624	667	641	884	511
ENSG00000157212.19	651	702	625	751	957	987
ENSG00000272760.1	0	0	0	0	0	0
ENSG00000273183.1	14	17	14	10	22	18
ENSG00000273344.1	194	184	237	88	235	105
ENSG00000220575.8	0	0	0	0	0	0
ENSG00000157219.5	0	0	0	0	0	0
ENSG00000283339.1	0	0	0	0	0	0
ENSG00000274637.1	0	0	0	0	0	0
ENSG00000228806.1	0	0	0	0	0	0
ENSG00000201066.1	0	0	0	0	0	0
ENSG00000217825.2	0	0	0	0	0	0
ENSG00000228521.2	0	0	0	0	0	0
ENSG00000287865.1	13	6	9	6	6	10
ENSG00000278998.1	4	0	6	0	2	0
ENSG00000225612.2	0	0	0	0	0	0
ENSG00000273117.1	37	29	8	34	46	27
ENSG00000186480.13	3778	1469	1451	3791	3264	2232
ENSG00000204960.7	0	0	0	0	0	0
ENSG00000218672.1	0	0	0	0	0	0
ENSG00000260426.1	0	0	0	0	0	0
ENSG00000288051.1	0	0	0	0	0	0
ENSG00000236544.1	0	0	0	0	0	0
ENSG00000164778.4	8	2	7	0	0	0
ENSG00000146910.13	0	0	0	0	0	0
ENSG00000283128.2	0	5	0	0	0	7
ENSG00000227365.1	0	0	0	0	0	0
ENSG00000287610.1	0	0	0	0	0	0
ENSG00000216895.9	43	64	60	74	65	82
ENSG00000184863.11	3430	3460	4205	3804	4906	3712
ENSG00000164690.8	0	0	2	0	0	0
ENSG00000204876.5	0	0	0	0	0	0
ENSG00000207061.1	0	0	0	1	0	0
ENSG00000270584.1	0	0	0	0	0	0
ENSG00000182648.13	100	233	283	214	205	135
ENSG00000279418.1	0	0	0	0	0	0
ENSG00000234450.1	2	0	0	1	7	0
ENSG00000105982.17	42	100	48	47	48	21
ENSG00000224903.2	15	23	7	27	4	4
ENSG00000105983.23	2562	2619	2611	1975	3517	3044
ENSG00000206938.1	0	0	0	0	0	0
ENSG00000230033.1	0	0	0	0	0	0
ENSG00000146909.8	1352	1234	1424	2221	1445	1954
ENSG00000130675.15	0	0	0	0	0	0
ENSG00000235029.1	0	0	1	0	0	0
ENSG00000243479.3	0	0	0	0	0	0
ENSG00000236102.2	0	0	0	0	0	0
ENSG00000229365.3	0	0	0	0	0	0
ENSG00000269446.2	0	3	0	0	0	0
ENSG00000009335.18	7613	8235	6811	9387	11028	10735
ENSG00000225224.1	8	14	7	60	27	58
ENSG00000236018.2	5	10	2	4	5	8
ENSG00000224629.1	0	0	0	0	0	0
ENSG00000229660.1	0	0	0	0	0	0
ENSG00000105993.15	5814	6091	6622	7100	8230	6681
ENSG00000234210.1	0	4	0	0	0	0
ENSG00000223872.2	0	0	0	0	0	0
ENSG00000233191.2	0	0	0	0	0	0
ENSG00000280266.1	0	0	0	0	0	0
ENSG00000155093.19	110	38	76	11	15	55
ENSG00000207960.1	0	0	0	0	0	0
ENSG00000222012.1	0	0	0	0	0	0
ENSG00000231515.1	0	0	0	0	0	0
ENSG00000233038.6	0	0	0	0	0	0
ENSG00000272839.1	0	0	0	0	0	0
ENSG00000285821.1	0	0	0	0	0	0
ENSG00000231980.1	0	0	0	0	0	0
ENSG00000207637.1	0	0	0	0	0	0
ENSG00000225365.1	0	0	0	0	0	0
ENSG00000232715.1	0	0	0	0	0	0
ENSG00000265598.1	0	0	0	0	0	0
ENSG00000224324.1	0	8	6	10	7	13
ENSG00000146918.20	1022	652	688	3010	1302	4613
ENSG00000228030.2	0	0	0	0	0	0
ENSG00000117868.17	10921	25201	17286	6626	18187	12035
ENSG00000126870.16	932	1067	1306	1122	1540	1318
ENSG00000286407.1	0	0	0	0	0	0
ENSG00000231419.6	0	95	4	7	100	83
ENSG00000106018.14	7	641	77	282	1858	679
ENSG00000287184.1	0	0	0	0	0	0
ENSG00000229435.2	0	0	0	0	0	0
ENSG00000253620.2	14	17	24	20	32	37
ENSG00000253896.3	0	0	0	0	0	0
ENSG00000254193.1	1	0	1	0	0	1
ENSG00000253612.1	0	0	0	0	0	0
ENSG00000176269.4	4	21	1	7	0	0
ENSG00000255464.1	25	47	5	40	15	1
ENSG00000253166.2	2	11	5	12	11	1
ENSG00000223508.5	274	494	370	210	300	185
ENSG00000172748.14	190	244	181	210	205	183
ENSG00000272812.1	13	29	87	31	66	37
ENSG00000272240.1	0	8	0	2	0	4
ENSG00000273402.1	0	5	7	10	12	9
ENSG00000254104.2	0	0	0	0	0	0
ENSG00000249868.5	0	0	0	0	0	0
ENSG00000182366.11	0	12	9	3	0	6
ENSG00000147364.17	1620	2547	1216	929	2549	991
ENSG00000272293.1	22	14	6	20	16	23
ENSG00000279852.1	8	17	10	7	3	18
ENSG00000180190.13	524	658	560	338	315	251
ENSG00000104714.14	742	1415	947	720	914	701
ENSG00000254207.1	4	9	0	3	9	16
ENSG00000198010.13	0	0	0	0	0	0
ENSG00000282375.1	0	0	0	0	0	3
ENSG00000282759.1	0	0	0	0	0	0
ENSG00000282692.1	0	0	0	0	0	0
ENSG00000254160.1	0	0	0	0	0	0
ENSG00000275427.1	0	0	0	0	0	0
ENSG00000260721.1	0	0	0	0	0	0
ENSG00000282160.1	0	0	0	0	0	0
ENSG00000281961.1	0	0	0	0	0	0
ENSG00000253267.5	0	0	0	0	0	0
ENSG00000283576.1	0	0	0	0	0	0
ENSG00000254265.1	0	0	0	0	0	0
ENSG00000182372.10	1336	2154	3480	1008	1530	930
ENSG00000282021.1	1	3	4	4	5	10
ENSG00000253982.2	829	1239	708	357	835	355
ENSG00000283239.1	0	9	0	0	0	0
ENSG00000283858.1	0	0	0	0	0	0
ENSG00000287464.1	0	6	0	0	0	0
ENSG00000207826.1	0	1	0	0	0	0
ENSG00000104728.16	128	192	209	296	208	401
ENSG00000285957.1	0	0	1	0	0	0
ENSG00000253764.3	0	0	0	0	0	0
ENSG00000253696.2	0	0	0	1	0	2
ENSG00000176595.4	9	0	7	17	7	72
ENSG00000270988.1	0	0	0	0	0	0
ENSG00000253805.1	0	0	0	0	0	0
ENSG00000036448.10	1	17	15	13	78	15
ENSG00000273593.1	0	0	0	0	0	0
ENSG00000287970.1	0	0	0	0	0	0
ENSG00000253444.1	0	0	0	0	0	0
ENSG00000282686.1	0	0	0	0	0	0
ENSG00000282142.2	0	0	0	0	0	2
ENSG00000253855.1	0	0	0	0	0	0
ENSG00000277526.5	0	0	0	0	5	0
ENSG00000254319.6	8	0	1	73	81	5
ENSG00000253853.3	0	0	0	53	70	6
ENSG00000287740.1	0	0	0	0	0	0
ENSG00000288580.1	0	0	0	5	1	0
ENSG00000183117.19	0	0	0	0	0	1
ENSG00000253162.1	0	0	0	0	0	0
ENSG00000285861.1	0	0	0	0	0	0
ENSG00000222546.1	0	0	0	0	0	0
ENSG00000286934.1	0	0	0	0	0	0
ENSG00000288110.1	0	0	0	0	0	0
ENSG00000285977.1	0	0	0	0	0	0
ENSG00000254244.1	17	4	8	14	14	11
ENSG00000253262.1	0	0	0	0	0	0
ENSG00000273876.1	0	0	0	0	0	0
ENSG00000206661.1	0	0	0	0	0	0
ENSG00000242079.1	0	0	0	0	0	0
ENSG00000278256.1	0	0	0	0	0	0
ENSG00000271248.1	0	0	0	0	0	0
ENSG00000240486.2	0	0	0	0	0	0
ENSG00000253510.1	0	0	0	0	0	0
ENSG00000254007.2	0	0	0	0	0	0
ENSG00000275461.1	0	0	0	0	0	0
ENSG00000253571.1	0	0	0	0	0	0
ENSG00000286969.1	0	0	0	0	0	0
ENSG00000222589.1	0	0	0	0	0	0
ENSG00000253189.1	0	0	0	0	0	0
ENSG00000253880.1	0	0	0	3	0	0
ENSG00000246089.3	109	178	145	112	130	155
ENSG00000147316.14	1060	1148	1119	1324	1539	1407
ENSG00000253550.1	0	0	0	3	2	0
ENSG00000091879.14	0	0	0	0	0	1
ENSG00000288076.1	0	1	0	1	0	0
ENSG00000271743.1	6	14	0	1	2	3
ENSG00000249898.8	53	123	51	25	36	49
ENSG00000276580.1	0	1	0	0	0	0
ENSG00000155189.12	693	1046	1106	1472	760	1406
ENSG00000266038.1	1	0	0	1	0	8
ENSG00000283386.1	0	0	0	0	0	0
ENSG00000287747.1	0	0	0	0	0	0
ENSG00000275591.5	7	32	2	65	69	115
ENSG00000245857.3	0	0	0	4	0	13
ENSG00000164825.4	0	0	0	0	0	0
ENSG00000250752.2	0	0	0	0	0	0
ENSG00000164822.5	0	0	0	0	0	0
ENSG00000254625.1	0	0	0	0	0	0
ENSG00000164821.5	0	0	0	0	0	0
ENSG00000223629.1	0	0	0	0	0	0
ENSG00000233238.1	0	0	0	0	0	0
ENSG00000233531.1	0	0	0	0	0	0
ENSG00000206047.3	0	0	0	0	0	0
ENSG00000215378.3	0	0	0	0	0	0
ENSG00000240247.8	0	0	0	0	0	0
ENSG00000232039.2	0	0	0	0	0	0
ENSG00000239839.7	0	0	0	0	0	0
ENSG00000234178.1	0	0	0	0	0	0
ENSG00000206042.1	0	0	0	0	0	0
ENSG00000164816.8	0	0	0	0	0	0
ENSG00000255273.1	0	0	0	0	0	0
ENSG00000284620.2	1	3	1	3	2	0
ENSG00000234120.1	0	0	0	0	0	0
ENSG00000228744.1	0	2	0	0	0	0
ENSG00000254683.1	0	0	0	0	0	0
ENSG00000230106.1	0	0	0	0	0	0
ENSG00000214268.2	0	1	0	2	0	0
ENSG00000231930.1	0	0	0	0	0	0
ENSG00000284614.1	1	0	0	0	1	0
ENSG00000284728.1	6	4	0	0	0	0
ENSG00000255025.1	0	0	0	0	0	0
ENSG00000177306.4	40	6	11	0	41	7
ENSG00000230045.4	0	0	0	0	0	0
ENSG00000233132.4	0	0	0	0	0	0
ENSG00000249005.3	0	0	0	0	0	0
ENSG00000223885.4	0	0	0	0	0	0
ENSG00000215373.4	0	0	0	0	0	0
ENSG00000233295.3	0	0	0	0	0	0
ENSG00000215374.6	757	362	609	152	798	136
ENSG00000206034.1	0	0	0	0	0	0
ENSG00000230549.3	0	0	0	0	0	0
ENSG00000236125.3	0	0	0	0	0	0
ENSG00000235778.1	0	0	0	0	0	0
ENSG00000215372.6	0	0	0	0	0	0
ENSG00000215371.3	0	0	0	0	0	0
ENSG00000177257.3	0	0	0	0	0	0
ENSG00000255128.1	0	0	0	0	0	0
ENSG00000177243.3	0	0	0	0	0	0
ENSG00000164871.18	0	0	0	0	0	0
ENSG00000177023.2	0	0	0	0	0	0
ENSG00000187082.2	0	0	0	0	0	0
ENSG00000186599.8	0	0	0	0	0	0
ENSG00000198129.3	0	0	0	0	0	0
ENSG00000285659.1	0	0	0	0	0	0
ENSG00000255251.2	3	0	0	0	0	0
ENSG00000285927.1	0	0	0	0	0	0
ENSG00000248944.1	0	0	0	0	0	0
ENSG00000285975.1	0	0	0	0	0	0
ENSG00000234749.5	0	0	0	0	0	0
ENSG00000285687.1	0	0	0	0	0	0
ENSG00000285765.1	0	0	0	0	0	0
ENSG00000233176.3	14	0	6	0	6	0
ENSG00000254796.1	0	0	0	0	0	0
ENSG00000284617.1	5	7	0	0	0	0
ENSG00000284655.1	4	0	0	0	0	0
ENSG00000284698.1	3	4	0	0	0	0
ENSG00000254889.1	0	0	0	0	0	0
ENSG00000254715.3	40	6	11	0	41	7
ENSG00000285814.1	0	0	0	0	0	0
ENSG00000285913.1	0	0	0	0	0	0
ENSG00000285620.1	0	0	0	0	0	0
ENSG00000285937.1	0	0	0	0	0	0
ENSG00000285720.1	0	0	0	0	0	0
ENSG00000285657.1	0	0	0	0	0	0
ENSG00000285607.1	0	0	0	0	0	0
ENSG00000285950.1	0	0	0	0	0	0
ENSG00000285862.1	0	0	0	0	0	0
ENSG00000255378.1	3	0	0	0	0	0
ENSG00000254776.1	0	0	0	0	0	0
ENSG00000186572.2	0	0	0	0	0	0
ENSG00000186562.8	0	0	0	0	0	0
ENSG00000186579.3	0	0	0	0	0	0
ENSG00000176782.3	0	0	0	0	0	0
ENSG00000178287.18	0	0	0	0	0	0
ENSG00000176797.4	0	0	0	0	0	0
ENSG00000254543.1	0	0	0	0	0	0
ENSG00000171711.3	0	0	0	0	0	0
ENSG00000215356.4	0	0	0	0	0	0
ENSG00000229907.3	0	0	0	0	0	0
ENSG00000225725.4	108	93	151	38	139	23
ENSG00000255211.1	0	0	0	0	0	0
ENSG00000237038.5	0	0	0	0	0	0
ENSG00000225327.3	0	0	0	0	0	0
ENSG00000205989.1	0	0	0	0	0	0
ENSG00000233115.4	0	0	0	0	0	0
ENSG00000215354.9	0	0	0	0	0	0
ENSG00000254229.2	0	0	0	0	0	0
ENSG00000227013.3	13	0	6	0	6	0
ENSG00000253881.1	0	0	0	0	0	0
ENSG00000284603.1	0	0	0	0	0	0
ENSG00000284606.1	3	20	9	9	1	2
ENSG00000284661.1	0	0	0	0	0	0
ENSG00000255459.1	0	0	0	0	0	0
ENSG00000221305.1	0	0	0	0	0	0
ENSG00000244427.1	0	1	0	0	0	0
ENSG00000254311.1	0	0	0	0	0	0
ENSG00000249188.1	0	2	0	0	0	0
ENSG00000253893.2	16	108	41	61	40	43
ENSG00000268955.2	8	40	23	23	24	20
ENSG00000173295.8	146	400	262	365	357	207
ENSG00000253981.5	0	3	0	1	2	9
ENSG00000275342.5	944	335	654	1417	1292	1984
ENSG00000253505.3	0	0	0	0	0	0
ENSG00000254153.1	0	0	0	0	0	0
ENSG00000253343.1	0	0	0	0	0	0
ENSG00000253774.1	0	0	0	0	0	0
ENSG00000253130.2	0	0	0	0	0	0
ENSG00000263616.2	3	0	0	0	0	0
ENSG00000286910.1	0	0	0	0	0	0
ENSG00000253958.2	709	1875	644	322	1212	733
ENSG00000284717.1	0	0	0	0	0	0
ENSG00000254367.5	5	3	0	10	9	12
ENSG00000147324.11	3424	5006	2938	4760	5284	5034
ENSG00000200713.1	0	0	0	0	1	0
ENSG00000270966.1	0	0	0	0	0	1
ENSG00000233609.3	7	0	0	14	16	14
ENSG00000207244.1	0	0	0	0	0	0
ENSG00000104626.15	1435	1344	1335	1887	2188	2291
ENSG00000263407.1	0	0	0	0	0	0
ENSG00000239078.1	0	0	0	0	0	0
ENSG00000197334.2	0	0	0	0	2	3
ENSG00000173281.5	3220	7896	1979	1395	4896	1137
ENSG00000254340.2	0	4	1	2	1	0
ENSG00000248538.8	0	21	0	0	12	6
ENSG00000279949.1	0	0	0	0	0	0
ENSG00000253252.2	0	0	0	0	0	0
ENSG00000254091.2	0	0	0	0	0	0
ENSG00000253887.1	0	0	0	0	0	0
ENSG00000207415.1	0	0	0	0	0	0
ENSG00000253735.1	0	0	0	0	0	0
ENSG00000254237.6	0	0	0	0	0	0
ENSG00000201815.1	0	0	0	0	0	0
ENSG00000249050.1	0	0	0	0	0	0
ENSG00000272267.2	16	17	0	23	5	18
ENSG00000173273.16	5429	8298	5507	5511	6377	5550
ENSG00000253697.1	0	0	0	4	0	0
ENSG00000207701.1	2	4	0	14	2	2
ENSG00000253230.9	47	11	9	18	8	0
ENSG00000284321.1	0	0	0	0	0	0
ENSG00000286622.1	0	0	0	1	10	0
ENSG00000260093.1	8	12	2	3	21	12
ENSG00000175806.15	468	433	424	858	824	794
ENSG00000285675.1	0	0	0	0	0	0
ENSG00000285606.1	0	0	0	0	0	0
ENSG00000249848.1	0	0	0	0	0	0
ENSG00000261451.1	12	8	26	79	34	27
ENSG00000253641.6	1	6	1	28	39	25
ENSG00000285237.1	0	0	0	0	0	0
ENSG00000207128.1	0	0	0	0	4	0
ENSG00000253678.3	0	0	0	0	0	0
ENSG00000253649.5	0	0	0	0	0	0
ENSG00000272505.1	0	19	0	16	16	7
ENSG00000184647.11	0	1	0	0	0	0
ENSG00000183638.6	0	1	0	0	5	0
ENSG00000263762.1	0	0	0	0	0	0
ENSG00000171060.11	0	0	0	0	0	0
ENSG00000212433.1	0	0	0	0	0	0
ENSG00000171056.8	6	10	0	12	3	3
ENSG00000258724.1	0	0	0	0	0	0
ENSG00000248896.3	0	0	0	0	4	0
ENSG00000254093.9	173	185	265	254	261	271
ENSG00000283210.1	1	0	0	2	0	0
ENSG00000253695.2	0	0	0	0	0	0
ENSG00000280294.1	0	7	0	0	0	0
ENSG00000171044.11	43	190	171	75	74	240
ENSG00000207600.3	0	0	0	0	0	0
ENSG00000254839.1	0	3	5	3	1	3
ENSG00000269918.1	33	84	106	42	46	112
ENSG00000255310.2	59	269	265	103	101	170
ENSG00000254936.4	3	10	10	16	3	74
ENSG00000254556.1	0	14	14	24	7	78
ENSG00000231965.4	0	0	0	0	0	0
ENSG00000270076.1	5	6	24	0	0	11
ENSG00000236827.1	0	0	0	0	0	0
ENSG00000239315.4	0	0	0	0	1	0
ENSG00000249316.2	0	0	0	0	0	0
ENSG00000280273.2	0	8	2	6	11	13
ENSG00000104643.10	1616	2098	2335	2598	2812	2238
ENSG00000246477.3	0	1	0	2	4	3
ENSG00000177710.6	3	3	0	15	3	17
ENSG00000154316.16	0	0	0	1	2	0
ENSG00000255020.1	0	1	0	0	0	0
ENSG00000184608.9	0	0	0	0	0	0
ENSG00000242483.3	0	0	0	0	0	0
ENSG00000199368.1	0	0	0	0	0	0
ENSG00000154319.16	92	144	394	1232	9599	981
ENSG00000284957.1	0	0	0	0	0	0
ENSG00000136573.14	0	0	0	1	4	2
ENSG00000269954.2	0	1	7	1	138	8
ENSG00000170983.4	0	0	0	0	1	0
ENSG00000286985.2	0	0	0	0	0	0
ENSG00000136574.19	0	0	0	0	0	0
ENSG00000154328.16	731	708	496	608	597	791
ENSG00000227203.3	1	0	0	2	0	1
ENSG00000079459.13	4772	4173	2898	4021	4011	3709
ENSG00000255046.1	17	47	40	14	16	20
ENSG00000164733.22	116057	99557	49757	53689	85403	45315
ENSG00000255144.1	0	0	0	0	0	0
ENSG00000254948.1	0	0	0	0	0	0
ENSG00000206014.7	0	0	0	0	0	0
ENSG00000287755.1	0	0	0	0	0	0
ENSG00000287798.1	0	0	0	4	0	0
ENSG00000205884.2	0	0	0	0	0	0
ENSG00000205883.3	0	0	0	0	0	0
ENSG00000205882.8	0	0	0	0	0	0
ENSG00000255174.1	0	0	0	0	0	0
ENSG00000254507.2	0	0	0	1	0	0
ENSG00000284610.1	0	0	8	13	0	2
ENSG00000255016.1	0	0	0	0	0	0
ENSG00000254817.1	0	0	0	0	0	0
ENSG00000254700.1	0	0	0	0	0	0
ENSG00000233050.1	0	0	0	0	0	0
ENSG00000252029.1	0	0	0	0	0	0
ENSG00000255544.2	0	0	0	0	0	0
ENSG00000215343.7	0	0	0	0	0	0
ENSG00000255052.5	492	611	274	149	287	127
ENSG00000254923.1	0	0	0	0	0	0
ENSG00000226430.7	2	0	0	0	0	0
ENSG00000223443.3	0	0	0	0	0	0
ENSG00000254866.2	0	0	0	0	0	0
ENSG00000205879.5	5	7	15	3	5	4
ENSG00000249889.1	7	28	19	1	4	0
ENSG00000186523.14	238	742	557	218	369	109
ENSG00000255495.1	559	834	697	604	1030	382
ENSG00000254527.1	0	1	0	0	0	0
ENSG00000237215.3	0	0	0	0	0	0
ENSG00000232948.1	0	0	0	0	0	0
ENSG00000252535.1	0	0	0	0	0	0
ENSG00000254623.1	0	0	0	0	0	0
ENSG00000215339.3	0	0	0	0	0	0
ENSG00000227888.4	15	143	55	7	8	1
ENSG00000254423.1	0	0	0	0	0	0
ENSG00000255556.2	0	0	0	0	0	0
ENSG00000242296.2	0	0	0	0	0	0
ENSG00000270074.1	179	233	72	48	122	26
ENSG00000251402.3	5	8	15	0	5	3
ENSG00000250794.2	0	9	4	0	7	0
ENSG00000145002.12	94	307	288	121	209	53
ENSG00000255549.2	0	0	0	0	0	0
ENSG00000283674.3	42	57	25	29	12	21
ENSG00000270154.1	19	71	37	61	54	55
ENSG00000242607.1	20	24	16	25	35	15
ENSG00000255122.1	0	18	11	4	18	0
ENSG00000284746.1	0	0	0	0	0	0
ENSG00000284663.1	0	0	0	0	0	0
ENSG00000244289.1	0	0	0	0	0	0
ENSG00000255253.1	0	0	0	0	0	0
ENSG00000284724.1	0	0	0	0	0	0
ENSG00000284613.1	0	0	0	0	0	0
ENSG00000254581.1	0	0	0	0	0	0
ENSG00000177400.6	0	0	0	0	0	0
ENSG00000254917.1	0	0	0	0	0	0
ENSG00000254724.1	0	0	0	0	0	0
ENSG00000264512.2	0	0	0	0	0	0
ENSG00000154359.13	983	2103	1239	774	1016	666
ENSG00000266206.1	0	0	0	0	0	0
ENSG00000283523.1	0	0	0	0	0	0
ENSG00000254813.5	0	0	0	0	0	0
ENSG00000255494.1	0	0	0	0	0	0
ENSG00000250305.9	389	354	112	280	93	222
ENSG00000251468.2	6	4	12	10	4	12
ENSG00000206996.1	0	0	0	0	0	0
ENSG00000164741.15	13396	10690	15628	12714	11768	7241
ENSG00000287134.1	1	0	0	1	0	0
ENSG00000200630.1	0	0	0	0	0	0
ENSG00000253932.1	0	0	0	0	0	0
ENSG00000253257.1	0	1	0	0	0	0
ENSG00000252179.1	0	0	0	0	0	0
ENSG00000164743.5	134	87	33	111	120	67
ENSG00000254491.1	0	0	0	0	0	0
ENSG00000286798.1	0	0	0	0	0	0
ENSG00000255457.1	0	0	0	0	0	0
ENSG00000255413.1	1	0	0	1	0	0
ENSG00000254753.1	0	0	0	0	0	0
ENSG00000254425.1	0	0	0	0	0	0
ENSG00000255437.1	0	0	0	0	0	1
ENSG00000185053.14	49	12	0	34	79	29
ENSG00000254575.2	0	0	0	0	0	0
ENSG00000214366.4	0	3	0	6	5	1
ENSG00000252264.1	0	0	0	0	0	0
ENSG00000206950.1	0	0	0	0	0	0
ENSG00000252035.1	0	0	0	0	0	0
ENSG00000255365.1	0	0	0	0	0	0
ENSG00000199127.1	0	0	0	0	0	0
ENSG00000255076.2	1	0	0	0	2	3
ENSG00000249368.1	0	0	0	0	0	0
ENSG00000104723.21	4390	4395	4481	4202	6241	4049
ENSG00000248423.1	0	0	0	0	0	0
ENSG00000250483.1	0	2	0	0	3	0
ENSG00000287476.1	0	0	0	0	0	0
ENSG00000226836.5	0	0	0	0	0	0
ENSG00000253648.1	0	0	0	0	0	0
ENSG00000038945.15	395	88	68	18	13	133
ENSG00000253951.1	0	0	0	0	0	0
ENSG00000253934.2	0	0	0	0	0	0
ENSG00000253496.3	122	133	37	14	35	138
ENSG00000253184.1	0	0	0	0	0	0
ENSG00000264092.2	0	0	0	0	0	0
ENSG00000078579.9	2	3	4	0	2	2
ENSG00000155970.12	548	1098	763	1021	1106	922
ENSG00000249258.2	22	57	29	35	53	71
ENSG00000244113.1	0	3	0	1	0	0
ENSG00000104219.13	2871	2860	3339	3445	3973	4353
ENSG00000198791.12	4193	4310	4033	5613	5290	5864
ENSG00000155975.10	3172	4874	3525	4027	4782	3831
ENSG00000003987.14	3	3	27	4	0	3
ENSG00000214607.2	0	0	0	0	0	0
ENSG00000003989.18	16727	3910	13827	9784	5160	4194
ENSG00000279271.1	0	0	0	0	0	0
ENSG00000280453.1	13	7	13	14	5	20
ENSG00000279903.1	9	0	18	21	7	30
ENSG00000279932.1	11	4	8	18	4	6
ENSG00000104213.13	3221	645	929	230	1267	1461
ENSG00000277466.1	0	0	0	0	0	0
ENSG00000287303.1	0	0	4	0	1	1
ENSG00000129422.14	1796	2167	1864	790	3720	1469
ENSG00000265520.1	3	1	0	0	0	2
ENSG00000253168.1	0	0	0	0	0	0
ENSG00000212280.1	0	0	0	0	0	0
ENSG00000253944.1	0	0	0	0	2	0
ENSG00000253671.3	3	4	7	24	30	12
ENSG00000104760.17	0	9	0	0	0	0
ENSG00000253215.1	0	0	0	0	0	0
ENSG00000254054.3	0	0	0	0	0	0
ENSG00000078674.18	8096	12831	8053	10683	11493	11831
ENSG00000104763.20	11537	17801	6657	5587	13025	4744
ENSG00000245281.8	26	43	34	75	59	44
ENSG00000253384.1	3	2	3	0	1	1
ENSG00000286542.1	0	4	0	5	11	0
ENSG00000171428.15	254	137	197	276	394	224
ENSG00000254015.1	0	0	0	0	0	0
ENSG00000253937.1	0	0	0	0	0	0
ENSG00000244593.1	0	0	0	2	4	0
ENSG00000285624.2	0	0	0	0	4	0
ENSG00000271654.1	0	0	0	0	0	0
ENSG00000156006.5	0	1	0	0	0	0
ENSG00000156011.17	7031	8278	7492	12896	15658	9336
ENSG00000187229.3	0	0	0	0	0	3
ENSG00000244018.1	0	3	0	25	15	14
ENSG00000283402.1	0	0	0	0	0	0
ENSG00000278886.1	27	12	17	52	38	59
ENSG00000201157.1	0	0	0	0	0	0
ENSG00000253335.1	0	0	0	0	0	0
ENSG00000270255.1	0	1	0	0	0	0
ENSG00000253557.6	0	1	0	5	3	24
ENSG00000254242.2	0	1	0	0	0	0
ENSG00000250316.1	0	0	0	0	0	0
ENSG00000254201.1	0	0	0	0	0	0
ENSG00000253280.1	0	0	0	1	0	0
ENSG00000279919.1	0	0	0	0	0	0
ENSG00000104611.12	2726	3184	2768	4248	3430	2400
ENSG00000279858.1	0	0	1	0	0	2
ENSG00000147408.14	1826	958	3459	2098	1040	1223
ENSG00000253270.1	0	0	3	3	0	0
ENSG00000104613.12	2982	2837	2560	2699	2824	2677
ENSG00000175445.17	0	0	4	0	0	4
ENSG00000253775.2	0	0	0	0	0	0
ENSG00000242709.1	0	0	0	0	0	0
ENSG00000036565.15	0	0	0	0	0	0
ENSG00000147416.11	5490	8770	4649	4905	6872	4748
ENSG00000222267.1	0	2	3	7	10	0
ENSG00000061337.15	182	120	421	16	84	1012
ENSG00000253733.3	0	0	0	0	0	0
ENSG00000274467.1	0	0	0	0	0	0
ENSG00000253164.5	0	0	0	0	0	0
ENSG00000253178.1	0	0	0	0	0	0
ENSG00000253300.2	0	0	0	0	0	0
ENSG00000253866.1	0	0	0	0	0	0
ENSG00000254260.1	0	0	0	0	0	0
ENSG00000254092.2	0	3	0	0	0	0
ENSG00000253147.5	0	0	0	0	0	0
ENSG00000254026.1	0	0	0	0	0	0
ENSG00000253199.2	0	0	0	0	0	0
ENSG00000254040.2	0	0	0	0	0	0
ENSG00000280215.1	0	0	0	0	0	0
ENSG00000286346.1	0	0	0	0	0	0
ENSG00000254334.2	0	0	0	0	0	0
ENSG00000168546.11	0	1	0	5	0	6
ENSG00000273484.1	0	0	0	0	0	0
ENSG00000147443.13	0	0	0	0	0	0
ENSG00000130227.17	5210	5973	4951	5607	6234	5814
ENSG00000158806.14	48	61	138	75	210	48
